age,female,distance,drive_prob,pt_prob,cycle_prob,walk_prob
59,1,4.924,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,11.845,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,1.028,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.932,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.891,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.158,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,15.685,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,2.922,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,16.381,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,5.009,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.373,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,5.086,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.898,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,8.186,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,5.077,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,3.061,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.678,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.806,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.039,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.947,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,14.762,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,3.541,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,4.538,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.249,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.945,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.742,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.055,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.01,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.534,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.016,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,6.89,0.5654076018486595,0.1388898170988796,0.1465127225908313,0.1491898584616296
59,1,2.159,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,6.079,0.5654076018486595,0.1388898170988796,0.1465127225908313,0.1491898584616296
59,1,5.839,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.148,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.432,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,10.107,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,1.838,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.703,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.792,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,7.556,0.5654076018486595,0.1388898170988796,0.1465127225908313,0.1491898584616296
59,1,2.809,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,4.226,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.082,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,21.423,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,0.653,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.399,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.455,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,4.539,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,2.986,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,0.613,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.089,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,10.625,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,1.18,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.74,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,0.642,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.312,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.724,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.169,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,5.848,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,8.467,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,6.654,0.5654076018486595,0.1388898170988796,0.1465127225908313,0.1491898584616296
59,1,1.718,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.686,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,4.781,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.311,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,5.658,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,2.885,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,0.866,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.001,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,3.186,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,18.548,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,5.421,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,6.2,0.5654076018486595,0.1388898170988796,0.1465127225908313,0.1491898584616296
59,1,15.685,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,0.708,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.657,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,4.499,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,2.387,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.37,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,4.009,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,3.315,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,5.828,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,4.776,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.482,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,17.837,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,2.97,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,3.82,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.512,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.672,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.653,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.438,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.041,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.713,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,9.963,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,2.386,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.491,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.995,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,6.784,0.5654076018486595,0.1388898170988796,0.1465127225908313,0.1491898584616296
59,1,1.523,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.078,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.567,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.209,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,4.497,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.861,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.811,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.077,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.875,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.227,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,8.437,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,2.277,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.826,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,0.166,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,4.06,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.831,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.71,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.953,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.871,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.699,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,20.224,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,8.473,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,1.073,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.31,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,0.476,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.129,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,0.655,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,4.976,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,4.44,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.603,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.393,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.152,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.429,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.384,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,5.129,0.2990347368094228,0.2281733946656308,0.2350256249962315,0.2377662435287149
59,1,1.252,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,19.99,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,0.467,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,2.046,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,2.59,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
59,1,1.53,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,13.571,0.3454602171832354,0.2826960892461934,0.1874705234415543,0.1843731701290168
59,1,1.19,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,0.757,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,1.455,0.5729115678673595,0.1497604857365992,0.1400722273419049,0.1372557190541363
59,1,3.43,0.373763845483228,0.2154242379991923,0.2104053760764687,0.2004065404411108
