age,female,distance,drive_prob,pt_prob,cycle_prob,walk_prob
32,0,4.924,0.4311512154956731,0.1845834238301334,0.1907280795573103,0.1935372811168831
32,0,11.845,0.5105542353255651,0.1522895555472807,0.1682224546972865,0.1689337544298676
32,0,1.028,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
32,0,0.932,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
32,0,2.891,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,2.158,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,15.685,0.5105542353255651,0.1522895555472807,0.1682224546972865,0.1689337544298676
32,0,2.922,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,16.381,0.5105542353255651,0.1522895555472807,0.1682224546972865,0.1689337544298676
32,0,5.009,0.4311512154956731,0.1845834238301334,0.1907280795573103,0.1935372811168831
32,0,1.373,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
32,0,5.086,0.4311512154956731,0.1845834238301334,0.1907280795573103,0.1935372811168831
32,0,1.898,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
32,0,8.186,0.5105542353255651,0.1522895555472807,0.1682224546972865,0.1689337544298676
32,0,5.077,0.4311512154956731,0.1845834238301334,0.1907280795573103,0.1935372811168831
32,0,3.061,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,2.678,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,2.806,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,1.039,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
32,0,0.947,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
32,0,14.762,0.5105542353255651,0.1522895555472807,0.1682224546972865,0.1689337544298676
32,0,3.541,0.5617878198019476,0.1516904639066857,0.1429092474551053,0.1436124688362614
32,0,4.538,0.4311512154956731,0.1845834238301334,0.1907280795573103,0.1935372811168831
32,0,1.249,0.5318308399893044,0.1474191510319487,0.1408807286703414,0.1798692803084055
