age,female,distance,drive_prob,pt_prob,cycle_prob,walk_prob
46,0,4.924,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,11.845,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,1.028,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,0.932,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,2.891,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,2.158,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,15.685,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,2.922,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,16.381,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,5.009,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,1.373,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,5.086,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,1.898,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,8.186,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,5.077,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,3.061,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,2.678,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,2.806,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,1.039,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,0.947,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,14.762,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,3.541,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,4.538,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,1.249,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,0.945,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,0.742,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,3.055,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,1.01,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,0.534,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,3.016,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,6.89,0.5147319026955302,0.1926146895647755,0.1415888240025166,0.1510645837371777
46,0,2.159,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,6.079,0.5147319026955302,0.1926146895647755,0.1415888240025166,0.1510645837371777
46,0,5.839,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,1.148,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,1.432,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,10.107,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,1.838,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,0.703,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,2.792,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,7.556,0.5147319026955302,0.1926146895647755,0.1415888240025166,0.1510645837371777
46,0,2.809,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,4.226,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,1.082,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,21.423,0.3101596991043306,0.3033336800774261,0.1943660732296261,0.1921405475886169
46,0,0.653,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,1.399,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,1.455,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,4.539,0.5248881627422541,0.1519886488870037,0.1598341099407802,0.163289078429962
46,0,2.986,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
46,0,0.613,0.439669070471229,0.1867579985240154,0.187884222090637,0.1856887089141182
46,0,3.089,0.5248705513584233,0.1672678971808842,0.1453392523765448,0.1625222990841474
