age,female,distance,drive_prob,pt_prob,cycle_prob,walk_prob
43,1,2.755,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059
43,1,11.172,0.4607233610188931,0.2309569919705935,0.1563970484542829,0.1519225985562303
43,1,3.816,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059
43,1,2.02,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059
43,1,1.995,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,1.599,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,2.13,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059
43,1,2.293,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059
43,1,6.357,0.48160714362722,0.1665092183854674,0.1710046459388747,0.1808789920484378
43,1,1.207,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,1.643,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,0.665,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,1.609,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,1.099,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,0.173,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,4.033,0.5615797639214744,0.1509039893706294,0.144753247237769,0.1427629994701272
43,1,0.869,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,1.958,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,14.493,0.4607233610188931,0.2309569919705935,0.1563970484542829,0.1519225985562303
43,1,0.703,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,0.736,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,1.86,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951
43,1,7.262,0.48160714362722,0.1665092183854674,0.1710046459388747,0.1808789920484378
43,1,24.612,0.4607233610188931,0.2309569919705935,0.1563970484542829,0.1519225985562303
43,1,16.053,0.4607233610188931,0.2309569919705935,0.1563970484542829,0.1519225985562303
43,1,5.726,0.5615797639214744,0.1509039893706294,0.144753247237769,0.1427629994701272
43,1,5.4,0.5615797639214744,0.1509039893706294,0.144753247237769,0.1427629994701272
43,1,2.396,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059
43,1,5.435,0.5615797639214744,0.1509039893706294,0.144753247237769,0.1427629994701272
43,1,8.164,0.4607233610188931,0.2309569919705935,0.1563970484542829,0.1519225985562303
